default_flag,sy_snum,sy_pnum,discoverymethod,pl_orbper,pl_orbsmax,pl_msinie,pl_orbeccen,st_teff,st_rad,st_mass,st_logg,sy_dist
0,1,1,9,12.49343755,0.09884,1198.7287427892234,0.0,5207.0,0.77,0.89,4.62,344.901
0,1,1,9,12.49343008,0.09856000000000001,1197.6292801901743,0.0,5207.0,0.77,0.89,4.62,344.901
1,1,1,9,12.49341307,0.09828,1196.5298175911253,0.0,5247.0,0.81,0.86,4.56,344.901
0,1,1,9,12.493311,0.098,1195.430354992076,0.0,5386.0,0.91,0.81,4.43,344.901
0,1,4,9,4.77800403,0.0547,1194.330892393027,0.0,5296.0,0.85,0.95,4.56,306.738
0,1,4,9,4.778002015,0.0547,1193.231429793978,0.0,5235.0,0.85,0.915,4.525,306.738
1,1,4,9,4.7780000000000005,0.0547,1192.1319671949286,0.0,5194.0,0.89,0.88,4.49,306.738
0,1,4,9,4.7780000000000005,0.0547,1191.0325045958796,0.0,5177.0,0.85,0.96,4.48,306.738
0,1,4,9,4.77800048,0.0547,1189.9330419968303,0.0,5160.0,0.9,0.87,4.47,306.738
0,1,4,9,4.77800403,0.0547,1188.8335793977813,0.0,5160.0,0.9,0.87,4.47,306.738
0,1,4,9,4.77799593,0.0547,1187.7341167987322,0.0,5160.0,0.9,0.87,4.47,306.738
0,1,4,9,4.7779803,0.0547,1186.634654199683,0.0,5190.0,0.89,0.89,4.49,306.738
0,1,4,9,4.77800403,0.0547,1185.5351916006339,0.0,5296.0,0.85,0.95,4.56,306.738
0,1,4,9,4.77800403,0.0547,1184.4357290015848,0.0,5296.0,0.85,0.95,4.56,306.738
0,1,4,9,4.777981,0.053,1183.3362664025356,0.0,5190.0,0.89,0.88,4.49,306.738
0,1,4,9,4.77800306,0.0528,1182.2368038034865,0.0,5192.0,0.87,0.86,4.49,306.738
0,1,4,9,9.67395347,0.0702,1181.1373412044375,0.0,5160.0,0.9,0.87,4.47,306.738
0,1,4,9,9.67395347,0.0876,1180.0378786053882,0.0,5296.0,0.85,0.95,4.56,306.738
0,1,4,9,9.67395016,0.0876,1178.9384160063391,0.0,5235.0,0.85,0.9099999999999999,4.515,306.738
0,1,4,9,9.67394685,0.0876,1177.8389534072899,0.0,5160.0,0.9,0.87,4.47,306.738
0,1,4,9,9.673928300000002,0.0876,1176.7394908082408,0.0,5190.0,0.89,0.89,4.49,306.738
0,1,4,9,9.673943099999999,0.0876,1175.6400282091918,0.0,5160.0,0.9,0.87,4.47,306.738
0,1,4,9,9.67395347,0.0876,1174.5405656101425,0.0,5296.0,0.85,0.95,4.56,306.738
0,1,4,9,9.67395347,0.0876,1173.4411030110934,0.0,5296.0,0.85,0.95,4.56,306.738
0,1,4,9,9.67395849,0.0845,1172.3416404120444,0.0,5192.0,0.87,0.86,4.49,306.738
0,1,4,9,9.674,0.08466666666666667,1171.2421778129951,0.0,5193.0,0.85,0.96,4.49,306.738
1,1,4,9,9.67395,0.08483333333333334,1170.142715213946,0.0,5194.0,0.89,0.88,4.49,306.738
0,1,4,9,9.673928,0.085,1169.043252614897,0.0,5190.0,0.89,0.88,4.49,306.738
0,1,4,9,42.89605505,0.2365,1167.9437900158478,0.0,5296.0,0.85,0.95,4.56,306.738
0,1,4,9,42.89605505,0.2365,1166.8443274167987,0.0,5296.0,0.85,0.95,4.56,306.738
0,1,4,9,42.895920000000004,0.23,1165.7448648177497,0.0,5190.0,0.89,0.88,4.49,306.738
0,1,4,9,42.89605505,0.2365,1164.6454022187004,0.0,5296.0,0.85,0.95,4.56,306.738
0,1,4,9,42.89614821,0.23506666666666665,1163.5459396196513,0.0,5160.0,0.9,0.87,4.47,306.738
0,1,4,9,42.89642324,0.23363333333333333,1162.4464770206023,0.0,5160.0,0.9,0.87,4.47,306.738
0,1,4,9,42.89605505,0.2322,1161.347014421553,0.0,5160.0,0.9,0.87,4.47,306.738
1,1,4,9,42.8961,0.23076666666666665,1160.247551822504,0.0,5194.0,0.89,0.88,4.49,306.738
0,1,4,9,42.89627512,0.22933333333333333,1159.148089223455,0.0,5235.0,0.85,0.87,4.49,306.738
0,1,4,9,42.89645024,0.2279,1158.0486266244056,0.0,5192.0,0.87,0.86,4.49,306.738
1,1,4,8,982.0,0.14395,1156.9491640253566,0.0,5194.0,0.89,0.88,4.49,306.738
0,1,1,9,4.919576,0.06,1155.8497014263075,0.0,6485.0,1.14,1.2,4.41,847.508
0,1,1,9,4.91958477,0.060125,1154.7502388272583,0.0,6327.82,1.44,1.25,4.22,847.508
0,1,1,9,4.91952603,0.06025,1153.6507762282092,0.0,6327.82,1.44,1.25,4.22,847.508
1,1,1,9,4.9195838,0.060375,1152.55131362916,0.0,6322.0,1.34,1.25,4.28,847.508
0,1,1,9,4.919585,0.0605,1151.451851030111,0.0,6236.0,1.38,1.22,4.25,847.508
0,1,1,9,4.9195838,0.06,1150.3523884310616,0.0,6495.0,1.17,1.19,4.38,847.508
0,1,1,9,4.9195838,0.06,1149.2529258320126,0.0,6495.0,1.17,1.19,4.38,847.508
0,1,1,9,4.9195838,0.06,1148.1534632329635,0.0,6495.0,1.17,1.19,4.38,847.508
0,1,1,9,7.49020809,0.07469999999999999,1147.0540006339143,0.0,6231.0,1.44,1.065,4.34,847.508
0,1,1,9,10.06083238,0.0894,1145.9545380348652,0.0,5705.0,1.14,0.94,4.3,813.7239999999999
0,1,1,9,10.06082567,0.0891,1144.8550754358162,0.0,5692.0,1.26,0.93,4.2,813.7239999999999
0,1,1,9,10.060791,0.091,1143.7556128367669,0.0,5706.0,1.18,0.98,4.29,813.7239999999999
0,1,1,9,10.06082567,0.0891,1142.6561502377178,0.0,5692.0,1.26,0.93,4.2,813.7239999999999
1,1,1,9,10.06082567,0.0891,1141.5566876386688,0.0,5802.0,1.09,1.01,4.36,813.7239999999999
0,1,1,9,10.06079997,0.0891,1140.4572250396195,0.0,5652.55,1.32,1.0,4.19,813.7239999999999
0,1,1,9,10.06084307,0.0891,1139.3577624405705,0.0,5652.55,1.32,1.0,4.19,813.7239999999999
0,1,1,9,10.06083437,0.0891,1138.2582998415214,0.0,5676.0,1.26,0.9650000000000001,4.195,813.7239999999999
0,1,1,9,10.06082567,0.0891,1137.1588372424721,0.0,5692.0,1.26,0.93,4.2,813.7239999999999
0,1,1,9,56.35418576,0.2498,1136.059374643423,0.0,4616.0,0.67,0.65,4.6,313.068
0,1,1,9,56.35418576,0.2498,1134.959912044374,0.0,4616.0,0.67,0.65,4.6,313.068
0,1,1,9,56.35418576,0.2498,1133.8604494453248,0.0,4616.0,0.67,0.65,4.6,313.068
0,1,1,9,56.35407916,0.2537,1132.7609868462757,0.0,4802.0,0.7,0.69,4.58,313.068
0,1,1,9,56.354036835,0.25356,1131.6615242472267,0.0,4734.0,0.8,0.725,4.54,313.068
0,1,1,9,56.35399451,0.25342,1130.5620616481774,0.0,4715.0,0.81,0.76,4.5,313.068
0,1,1,9,56.35412315,0.25328,1129.4625990491284,0.0,4715.0,0.81,0.76,4.5,313.068
1,1,1,9,56.35418576,0.25314,1128.3631364500793,0.0,4871.0,0.72,0.75,4.6,313.068
0,1,1,9,56.35386999999999,0.253,1127.26367385103,0.0,4768.0,0.63,0.68,4.68,313.068
0,1,1,9,30.22935,0.204,1126.164211251981,0.0,6568.0,1.18,1.23,4.39,860.355
0,1,1,9,30.229172600000002,0.202175,1125.064748652932,0.0,6131.93,1.47,1.16,4.17,860.355
0,1,1,9,30.22894526,0.20035,1123.9652860538827,0.0,6131.93,1.47,1.16,4.17,860.355
1,1,1,9,30.229104,0.198525,1122.8658234548336,0.0,6346.0,1.47,1.28,4.21,860.355
0,1,1,9,30.229104,0.1967,1121.7663608557846,0.0,6543.0,1.09,1.11,4.41,860.355
0,1,1,9,30.229104,0.1967,1120.6668982567353,0.0,6543.0,1.09,1.11,4.41,860.355
0,1,1,9,30.229104,0.1967,1119.5674356576862,0.0,6543.0,1.09,1.11,4.41,860.355
0,1,1,9,30.22910274,0.2072,1118.467973058637,0.0,6325.0,1.52,1.3,4.19,860.355
0,1,1,9,20.137336025,0.14925,1117.368510459588,0.0,6319.0,1.36,1.15,4.365,860.355
0,1,1,9,10.04556931,0.0913,1116.2690478605386,0.0,5691.0,0.89,1.0,4.54,382.13599999999997
0,1,1,9,10.04556931,0.0913,1115.1695852614896,0.0,5691.0,0.89,1.0,4.54,382.13599999999997
0,1,1,9,10.04556931,0.0913,1114.0701226624406,0.0,5691.0,0.89,1.0,4.54,382.13599999999997
0,1,1,9,10.045607,0.091,1112.9706600633913,0.0,5680.0,0.92,0.99,4.5,382.13599999999997
0,1,1,9,10.04556692,0.09065,1111.8711974643422,0.0,5601.0,0.91,0.99,4.52,382.13599999999997
0,1,1,9,10.04556899,0.09029999999999999,1110.7717348652932,0.0,5601.0,0.91,0.99,4.52,382.13599999999997
1,1,1,9,10.04556931,0.08995,1109.672272266244,0.0,5668.0,0.87,0.96,4.54,382.13599999999997
0,1,1,9,10.04556377,0.0896,1108.5728096671949,0.0,5632.0,0.85,0.95,4.55,382.13599999999997
0,1,1,9,6.644412034999999,0.0668,1107.4733470681458,0.0,5652.0,0.89,1.005,4.525,382.13599999999997
0,1,1,9,3.2432602999999998,0.044000000000000004,1106.3738844690965,0.0,6089.0,0.97,1.06,4.5,1140.95
0,1,1,9,3.2432597999999997,0.0443,1105.2744218700475,0.0,6109.0,1.03,1.1,4.46,1140.95
0,1,1,9,3.2432599,0.0443,1104.1749592709984,0.0,5778.0,1.09,1.04,4.38,1140.95
1,1,1,9,3.2432597999999997,0.0443,1103.0754966719492,0.0,5958.0,1.09,1.07,4.39,1140.95
0,1,1,9,3.2432597349999996,0.0443,1101.9760340729001,0.0,5802.0,1.07,1.0550000000000002,4.385,1140.95
0,1,1,9,3.24325967,0.0443,1100.876571473851,0.0,5778.0,1.09,1.04,4.38,1140.95
0,1,1,9,3.2432597999999997,0.0443,1099.7771088748018,0.0,6109.0,1.03,1.1,4.46,1140.95
0,1,1,9,3.2432597999999997,0.0443,1098.6776462757527,0.0,6109.0,1.03,1.1,4.46,1140.95
0,1,1,9,3.24325988,0.0433,1097.5781836767037,0.0,5823.0,1.01,1.03,4.44,1140.95
0,1,1,9,30.36044536,0.1725,1096.4787210776544,0.0,4939.0,0.77,0.74,4.54,436.25699999999995
1,1,1,9,30.36044667,0.17125,1095.3792584786054,0.0,4926.0,0.75,0.79,4.6,436.25699999999995
0,1,1,9,30.360446999999997,0.17,1094.2797958795563,0.0,4905.0,0.7,0.71,4.6,436.25699999999995
0,1,1,9,30.36044623,0.17083333333333334,1093.180333280507,0.0,4815.0,0.8,0.78,4.53,436.25699999999995
0,1,1,9,30.36043593,0.17166666666666666,1092.080870681458,0.0,4815.0,0.8,0.78,4.53,436.25699999999995
0,1,1,9,30.36044667,0.1725,1090.981408082409,0.0,4939.0,0.77,0.74,4.54,436.25699999999995
0,1,1,9,30.36044667,0.1725,1089.8819454833597,0.0,4939.0,0.76,0.74,4.54,436.25699999999995
0,1,1,9,30.36044667,0.1725,1088.7824828843106,0.0,4939.0,0.77,0.74,4.54,436.25699999999995
0,1,1,9,30.36044667,0.1725,1087.6830202852614,0.0,4939.0,0.77,0.74,4.54,436.25699999999995
0,1,2,9,15.35876777,0.1157,1086.5835576862123,0.0,5422.0,0.89,0.87,4.48,872.3430000000001
0,1,2,9,15.3587684,0.11699999999999999,1085.4840950871633,0.0,5700.0,0.87,0.9,4.51,872.3430000000001
0,1,2,9,15.3587684,0.11699999999999999,1084.384632488114,0.0,5700.0,0.87,0.9,4.51,872.3430000000001
0,1,2,9,15.3587794,0.11800000000000001,1083.285169889065,0.0,5696.0,0.88,0.93,4.52,872.3430000000001
0,1,2,9,15.35876766,0.1175,1082.1857072900157,0.0,5462.0,0.92,0.95,4.49,872.3430000000001
0,1,2,9,15.3587684,0.11699999999999999,1081.0862446909666,0.0,5700.0,0.87,0.9,4.51,872.3430000000001
0,1,2,9,15.35876911,0.14127499999999998,1079.9867820919176,0.0,5462.0,0.92,0.95,4.49,872.3430000000001
1,1,2,9,15.3587684,0.16555,1078.8873194928683,0.0,5444.0,0.88,0.91,4.51,872.3430000000001
0,1,2,9,27.005423999999998,0.18982500000000002,1077.7878568938193,0.0,5456.0,0.93,0.89,4.495,872.3430000000001
0,1,2,9,38.6520796,0.2141,1076.6883942947702,0.0,5422.0,0.89,0.87,4.48,872.3430000000001
1,1,2,9,38.6519976,0.214675,1075.588931695721,0.0,5444.0,0.88,0.91,4.51,872.3430000000001
0,1,2,9,38.65247245,0.21525,1074.4894690966719,0.0,5462.0,0.92,0.95,4.49,872.3430000000001
0,1,2,9,38.652235024999996,0.21582500000000002,1073.3900064976228,0.0,5456.0,0.93,0.925,4.5,872.3430000000001
0,1,2,9,38.6519976,0.2164,1072.2905438985736,0.0,5700.0,0.87,0.9,4.51,872.3430000000001
0,1,2,9,38.651540000000004,0.218,1071.1910812995245,0.0,5696.0,0.88,0.93,4.52,872.3430000000001
0,1,2,9,38.6519976,0.2164,1070.0916187004755,0.0,5700.0,0.87,0.9,4.51,872.3430000000001
0,1,2,9,38.6519976,0.2164,1068.9921561014262,0.0,5700.0,0.87,0.9,4.51,872.3430000000001
0,1,1,9,3.12082923,0.0428,1067.8926935023771,0.0,6122.0,1.0,1.07,4.47,1145.28
0,1,1,9,3.12082903,0.043,1066.793230903328,0.0,6115.0,0.98,1.07,4.49,1145.28
0,1,1,9,3.12082814,0.0428,1065.6937683042788,0.0,6122.0,1.0,1.07,4.47,1145.28
0,1,1,9,3.12082923,0.0428,1064.5943057052298,0.0,6122.0,1.0,1.07,4.47,1145.28
0,1,1,9,3.12082923,0.0428,1063.4948431061807,0.0,6134.0,1.06,1.07,4.47,1145.28
0,1,1,9,3.12082923,0.0428,1062.3953805071314,0.0,6122.0,1.0,1.07,4.47,1145.28
0,1,1,9,3.12082918,0.06883333333333333,1061.2959179080824,0.0,5983.0,1.1,1.1,4.4,1145.28
1,1,1,9,3.12082923,0.09486666666666667,1060.1964553090334,0.0,5970.0,1.09,1.07,4.39,1145.28
0,1,1,9,17.27629668,0.1209,1059.096992709984,0.0,4941.0,0.74,0.79,4.6,369.645
0,1,1,9,17.27629612,0.1202,1057.997530110935,0.0,5085.0,0.82,0.78,4.5,369.645
0,1,1,9,17.276290399999997,0.11800000000000001,1056.898067511886,0.0,5036.0,0.74,0.74,4.57,369.645
0,1,1,9,17.27630085,0.11873333333333334,1055.7986049128367,0.0,4998.39,0.73,0.83,4.62,369.645
0,1,1,9,17.27629755,0.11946666666666667,1054.6991423137877,0.0,4998.39,0.73,0.83,4.62,369.645
0,1,1,9,17.27629612,0.1202,1053.5996797147384,0.0,5085.0,0.82,0.78,4.5,369.645
0,1,1,9,17.27629612,0.1202,1052.5002171156893,0.0,4938.0,0.75,0.8,4.545,369.645
1,1,1,9,17.27629612,0.1202,1051.4007545166403,0.0,5014.0,0.76,0.82,4.59,369.645
0,1,1,9,17.27629612,0.1202,1050.301291917591,0.0,5085.0,0.82,0.78,4.5,369.645
0,1,4,9,7.20385064,0.09996666666666666,1049.201829318542,0.0,4079.0,0.6,0.63,4.68,311.222
0,1,4,9,7.204,0.07973333333333332,1048.1023667194927,0.0,3947.5,0.5549999999999999,0.5,4.715,311.222
0,1,4,9,7.20385064,0.0595,1047.0029041204436,0.0,3816.0,0.51,0.54,4.75,311.222
0,1,4,9,7.20385161,0.05943,1045.9034415213946,0.0,3970.0,0.58,0.62,4.67,311.222
0,1,4,9,7.20385258,0.059359999999999996,1044.8039789223453,0.0,4011.0,0.67,0.63,4.59,311.222
0,1,4,9,7.20349407,0.059289999999999995,1043.7045163232963,0.0,3816.0,0.51,0.54,4.67,311.222
0,1,4,9,7.20385064,0.0595,1042.6050537242472,0.0,3816.0,0.51,0.54,4.75,311.222
0,1,4,9,7.204,0.0595,1041.505591125198,0.0,3859.5,0.58,0.62,4.745,311.222
0,1,4,9,7.028,0.0595,1040.406128526149,0.0,3903.0,0.52,0.54,4.74,311.222
1,1,4,9,7.203794500000001,0.0595,1039.3066659270999,0.0,3974.0,0.53,0.55,4.73,311.222
0,1,4,9,7.203825180000001,0.0595,1038.2072033280506,0.0,3838.0,0.62,0.545,4.720000000000001,311.222
0,1,4,9,7.20385586,0.0595,1037.1077407290015,0.0,3834.0,0.54,0.54,4.71,311.222
0,1,4,9,7.203794,0.06,1036.0082781299525,0.0,4069.0,0.53,0.55,4.74,311.222
0,1,4,9,7.20385064,0.0595,1034.9088155309032,0.0,3816.0,0.51,0.54,4.75,311.222
0,1,4,9,10.913,0.064225,1033.8093529318542,0.0,3859.5,0.58,0.62,4.745,311.222
0,1,4,9,10.913,0.06895,1032.7098903328051,0.0,3903.0,0.52,0.54,4.74,311.222
0,1,4,9,10.912874035,0.07367499999999999,1031.6104277337558,0.0,3838.0,0.62,0.54,4.745,311.222
0,1,4,9,10.91274807,0.0784,1030.5109651347068,0.0,3816.0,0.51,0.54,4.75,311.222
0,1,4,9,10.91401005,0.07821,1029.4115025356577,0.0,3816.0,0.51,0.54,4.715,311.222
0,1,4,9,10.91274807,0.07835500000000001,1028.3120399366085,0.0,4079.0,0.6,0.63,4.68,311.222
0,1,4,9,10.91274065,0.0785,1027.2125773375594,0.0,3834.0,0.54,0.54,4.71,311.222
0,1,4,9,10.91271752,0.07875,1026.1131147385104,0.0,4011.0,0.67,0.63,4.59,311.222
0,1,4,9,10.912935000000001,0.079,1025.013652139461,0.0,4069.0,0.53,0.55,4.74,311.222
0,1,4,9,10.91274807,0.0784,1023.914189540412,0.0,3816.0,0.51,0.54,4.75,311.222
0,1,4,9,10.91274807,0.0784,1022.8147269413629,0.0,3816.0,0.51,0.54,4.75,311.222
0,1,4,9,10.913,0.07146714285714285,1021.7152643423137,0.0,3895.0,0.52,0.5,4.74,311.222
1,1,4,9,10.912934300000002,0.06453428571428571,1020.6158017432647,0.0,3974.0,0.53,0.55,4.73,311.222
0,1,4,9,6.744967150000001,0.05760142857142857,1019.5163391442154,0.0,3970.0,0.58,0.62,4.735,311.222
0,1,4,9,2.577,0.050668571428571424,1018.4168765451664,0.0,3903.0,0.52,0.54,4.74,311.222
0,1,4,9,2.576845313333333,0.04373571428571428,1017.3174139461172,0.0,3970.0,0.58,0.62,4.737500000000001,311.222
0,1,4,9,2.5766906266666667,0.03680285714285714,1016.217951347068,0.0,3838.0,0.62,0.5800000000000001,4.735,311.222
0,1,4,9,2.57653594,0.029869999999999997,1015.118488748019,0.0,3816.0,0.51,0.54,4.7325,311.222
1,1,4,9,2.576549,0.031,1014.0190261489698,0.0,4252.0,0.56,0.54,4.73,311.222
0,1,4,9,2.57656969,0.03,1012.9195635499207,0.0,3816.0,0.51,0.54,4.75,311.222
0,1,4,9,2.57656969,0.03,1011.8201009508716,0.0,3816.0,0.51,0.54,4.75,311.222
0,1,4,9,2.576555,0.03,1010.7206383518225,0.0,4069.0,0.53,0.55,4.74,311.222
0,1,4,9,2.57657102,0.03,1009.6211757527733,0.0,3834.0,0.54,0.54,4.71,311.222
0,1,4,9,2.57656969,0.03,1008.5217131537242,0.0,3816.0,0.51,0.54,4.75,311.222
0,1,4,9,2.57656969,0.0466,1007.4222505546751,0.0,4079.0,0.6,0.63,4.68,311.222
0,1,4,9,2.5765675999999997,0.0632,1006.3227879556259,0.0,4011.0,0.67,0.63,4.59,311.222
0,1,4,9,2.57657133,0.0798,1005.2233253565769,0.0,4011.0,0.67,0.63,4.59,311.222
0,1,4,9,18.596043100000003,0.0964,1004.1238627575276,0.0,4079.0,0.6,0.63,4.68,311.222
0,1,4,9,18.596220000000002,0.113,1003.0244001584786,0.0,4069.0,0.53,0.55,4.74,311.222
0,1,4,9,18.59621032,0.112725,1001.9249375594295,0.0,4011.0,0.67,0.63,4.59,311.222
0,1,4,9,18.59626777,0.11245,1000.8254749603802,0.0,4011.0,0.67,0.63,4.59,311.222
0,1,4,9,18.596155435,0.112175,999.7260123613312,0.0,3970.0,0.58,0.62,4.67,311.222
0,1,4,9,18.596043100000003,0.1119,998.626549762282,0.0,3816.0,0.51,0.54,4.75,311.222
0,1,4,9,18.59611518,0.11199999999999999,997.5270871632329,0.0,3834.0,0.54,0.54,4.71,311.222
0,1,4,9,18.59605759,0.11196666666666666,996.4276245641838,0.0,3838.0,0.62,0.54,4.725,311.222
0,1,4,9,18.596,0.11193333333333333,995.3281619651347,0.0,3903.0,0.52,0.54,4.74,311.222
0,1,4,9,18.596043100000003,0.1119,994.2286993660855,0.0,3816.0,0.51,0.54,4.75,311.222
0,1,4,9,18.596043100000003,0.1119,993.1292367670364,0.0,3816.0,0.51,0.54,4.75,311.222
1,1,4,9,18.596107999999997,0.11599999999999999,992.0297741679873,0.0,4252.0,0.56,0.85,4.73,311.222
0,1,1,9,3.26869482,0.045,990.9303115689381,0.0,6409.0,1.09,1.16,4.43,1523.0
0,1,1,9,3.26869515,0.0464,989.8308489698891,0.0,6418.0,1.17,1.24,4.39,1523.0
0,1,1,9,3.26869504,0.0453,988.7313863708398,0.0,5927.0,1.69,1.16,4.05,1523.0
0,1,1,9,3.26869515,0.0464,987.6319237717908,0.0,6418.0,1.17,1.24,4.39,1523.0
0,1,1,9,3.26869515,0.0464,986.5324611727417,0.0,6418.0,1.17,1.24,4.39,1523.0
0,1,1,9,3.26869522,0.0477,985.4329985736924,0.0,6007.22,1.41,1.11,4.19,1523.0
0,1,1,9,3.2686951850000003,0.049,984.3335359746434,0.0,5932.0,1.4,1.0950000000000002,4.28,1523.0
1,1,1,9,3.26869515,0.0503,983.2340733755942,0.0,6045.0,1.12,1.08,4.37,1523.0
0,1,1,9,4.22538454,0.0516,982.1346107765451,0.0,5574.0,1.05,1.02,4.4,630.785
0,1,1,9,4.22538451,0.0524,981.035148177496,0.0,5649.0,1.05,1.07,4.42,630.785
0,1,1,9,4.22538451,0.0524,979.9356855784469,0.0,5649.0,1.05,1.07,4.42,630.785
0,1,1,9,4.22538451,0.0524,978.8362229793977,0.0,5649.0,1.05,1.07,4.42,630.785
0,1,1,9,4.22538411,0.0523,977.7367603803486,0.0,5501.0,1.03,0.96,4.39,630.785
1,1,1,9,4.22538451,0.0522,976.6372977812995,0.0,5582.0,1.03,1.04,4.42,630.785
0,1,1,9,4.225384555,0.05210000000000001,975.5378351822503,0.0,5522.0,1.0,1.045,4.37,630.785
0,1,1,9,4.2253846,0.052000000000000005,974.4383725832013,0.0,5541.0,1.17,1.05,4.32,630.785
1,1,1,9,11.72012266,0.07275000000000001,973.3389099841521,0.0,5527.0,0.91,0.94,4.5,587.91
0,1,1,9,11.72012266,0.0935,972.239447385103,0.0,5215.0,0.77,0.79,4.56,587.91
0,1,1,9,11.72012266,0.0935,971.1399847860539,0.0,5215.0,0.77,0.79,4.56,587.91
0,1,1,9,11.720124,0.0935,970.0405221870046,0.0,5215.0,0.77,0.79,4.56,587.91
0,1,1,9,11.72012145,0.09325,968.9410595879556,0.0,5216.0,0.85,0.79,4.5649999999999995,587.91
0,1,1,9,11.7201189,0.09300000000000001,967.8415969889064,0.0,5209.0,0.77,0.79,4.57,587.91
0,1,1,9,11.72012266,0.0935,966.7421343898573,0.0,5215.0,0.77,0.79,4.56,587.91
0,1,1,9,11.72012369,0.07633333333333334,965.6426717908082,0.0,5165.0,0.89,0.87,4.48,587.91
0,1,1,9,3.00387639,0.059166666666666666,964.543209191759,0.0,6052.0,1.51,1.13,4.14,1745.77
0,1,1,9,3.0038752,0.042,963.4437465927099,0.0,6215.0,1.01,1.1,4.47,1745.77
0,1,1,9,3.00387658,0.0439,962.3442839936608,0.0,6299.0,1.17,1.25,4.4,1745.77
0,1,1,9,3.00387658,0.0439,961.2448213946117,0.0,6299.0,1.17,1.25,4.4,1745.77
0,1,1,9,3.00387658,0.0439,960.1453587955625,0.0,6326.0,1.38,1.25,4.4,1745.77
0,1,1,9,3.00387658,0.0439,959.0458961965135,0.0,6299.0,1.17,1.25,4.4,1745.77
0,1,1,9,3.00387955,0.0439,957.9464335974643,0.0,6311.0,1.17,1.25,4.4,1745.77
1,1,1,9,3.00387658,0.05326666666666667,956.8469709984151,0.0,6457.0,1.54,1.36,4.19,1745.77
1,1,1,9,8.02511821,0.06263333333333335,955.7475083993661,0.0,6007.0,1.26,1.1,4.28,750.177
0,1,1,9,8.02511821,0.07200000000000001,954.6480458003168,0.0,5513.0,0.7,0.77,4.63,750.177
0,1,1,9,8.02511821,0.07200000000000001,953.5485832012678,0.0,5513.0,0.7,0.77,4.63,750.177
0,1,1,9,8.02511979,0.07200000000000001,952.4491206022187,0.0,5513.0,0.7,0.77,4.63,750.177
0,1,1,9,8.02511821,0.07200000000000001,951.3496580031695,0.0,5513.0,0.7,0.77,4.63,750.177
0,1,1,9,8.0251044,0.076,950.2501954041204,0.0,5596.0,0.82,0.92,4.57,750.177
0,1,1,9,8.02512133,0.07819999999999999,949.1507328050712,0.0,5799.0,1.095,0.9950000000000001,4.385,750.177
0,1,1,9,8.02511852,0.0804,948.0512702060221,0.0,6002.0,1.37,1.07,4.2,750.177
0,1,1,9,3.41303622,0.0406,946.951807606973,0.0,5332.0,0.71,0.77,4.61,658.924
0,1,1,9,3.41303635,0.0427,945.8523450079239,0.0,5392.0,1.09,0.89,4.31,658.924
0,1,1,9,3.41303622,0.0406,944.7528824088747,0.0,5332.0,0.71,0.77,4.61,658.924
0,1,1,9,3.41303622,0.0406,943.6534198098257,0.0,5332.0,0.71,0.77,4.61,658.924
0,1,1,9,3.413036035,0.04088,942.5539572107765,0.0,5378.0,0.87,0.855,4.575,658.924
0,1,1,9,3.41303585,0.04116,941.4544946117273,0.0,5410.0,0.87,0.94,4.54,658.924
0,1,1,9,3.41303209,0.04144,940.3550320126783,0.0,5410.0,0.87,0.94,4.54,658.924
1,1,1,9,3.41303622,0.04172,939.255569413629,0.0,5346.0,0.83,0.86,4.55,658.924
0,1,1,9,3.4130351,0.042,938.15610681458,0.0,5379.0,0.76,0.86,4.61,658.924
0,1,1,9,8.30864937,0.0732,937.0566442155309,0.0,5188.0,0.69,0.76,4.64,605.274
0,1,1,9,8.30865307,0.0747,935.9571816164816,0.0,5022.0,0.85,0.8,4.49,605.274
0,1,1,9,8.30864937,0.0732,934.8577190174326,0.0,5188.0,0.69,0.76,4.64,605.274
0,1,1,9,8.308485000000001,0.075,933.7582564183834,0.0,5240.0,0.73,0.83,4.63,605.274
0,1,1,9,8.30866735,0.0744,932.6587938193343,0.0,5166.12,0.77,0.87,4.6,605.274
0,1,1,9,8.308658359999999,0.0738,931.5593312202852,0.0,5002.0,0.79,0.815,4.619999999999999,605.274
0,1,1,9,8.30864937,0.0732,930.4598686212361,0.0,5188.0,0.69,0.76,4.64,605.274
1,1,1,9,8.30864937,0.06313333333333333,929.3604060221869,0.0,5293.0,0.82,0.86,4.55,605.274
0,1,1,9,8.30870362,0.053066666666666665,928.2609434231379,0.0,5166.12,0.77,0.87,4.6,605.274
0,1,1,9,3.57321,0.043,927.1614808240887,0.0,5530.0,0.98,0.84,4.38,1291.98
1,1,1,9,3.57320367,0.043899999999999995,926.0620182250395,0.0,5834.0,1.11,1.09,4.39,1291.98
0,1,1,9,3.57320367,0.0448,924.9625556259905,0.0,5644.0,1.61,1.045,4.38,1291.98
0,1,1,9,3.57320367,0.0457,923.8630930269413,0.0,5646.0,1.08,1.0,4.37,1291.98
0,1,1,9,3.57320367,0.0457,922.7636304278922,0.0,5646.0,1.08,1.0,4.37,1291.98
0,1,1,9,3.57320367,0.0457,921.6641678288431,0.0,5646.0,1.08,1.0,4.37,1291.98
0,1,1,9,3.5732028,0.0457,920.5647052297938,0.0,5646.0,1.08,1.0,4.37,1291.98
0,1,1,9,3.57320359,0.0545,919.4652426307448,0.0,5637.575,1.1800000000000002,1.0,4.295,1291.98
